"time","dow","conc","minute","hour"
2018-09-15 00:30:00,"Sunday",0.636775416666667,30,0
2018-09-15 01:00:00,"Sunday",0.532598333333333,60,1
2018-09-15 01:30:00,"Sunday",0.508031666666667,90,1
2018-09-15 02:00:00,"Sunday",0.4842725,120,2
2018-09-15 02:30:00,"Sunday",0.478460833333333,150,2
2018-09-15 03:00:00,"Sunday",0.45501,180,3
2018-09-15 03:30:00,"Sunday",0.423504166666667,210,3
2018-09-15 04:00:00,"Sunday",0.417064615384615,240,4
2018-09-15 04:30:00,"Sunday",0.411409583333333,270,4
2018-09-15 05:00:00,"Sunday",0.44113,300,5
2018-09-15 05:30:00,"Sunday",0.494414166666667,330,5
2018-09-15 06:00:00,"Sunday",0.544913333333333,360,6
2018-09-15 06:30:00,"Sunday",0.577112083333333,390,6
2018-09-15 07:00:00,"Sunday",0.73794,420,7
2018-09-15 07:30:00,"Sunday",0.65156,450,7
2018-09-15 08:00:00,"Sunday",0.725704498327759,480,8
2018-09-15 08:30:00,"Sunday",0.792510018115942,510,8
2018-09-15 09:00:00,"Sunday",0.850547083333333,540,9
2018-09-15 09:30:00,"Sunday",0.910004166666667,570,9
2018-09-15 10:00:00,"Sunday",0.936228461538462,600,10
2018-09-15 10:30:00,"Sunday",0.92472,630,10
2018-09-15 11:00:00,"Sunday",0.94053,660,11
2018-09-15 11:30:00,"Sunday",0.813835,690,11
2018-09-15 12:00:00,"Sunday",0.803184286130536,720,12
2018-09-15 12:30:00,"Sunday",0.877094166666667,750,12
2018-09-15 13:00:00,"Sunday",0.914073333333333,780,13
2018-09-15 13:30:00,"Sunday",0.890253044871795,810,13
2018-09-15 14:00:00,"Sunday",0.95016,840,14
2018-09-15 14:30:00,"Sunday",0.94148625,870,14
2018-09-15 15:00:00,"Sunday",0.95246,900,15
2018-09-15 15:30:00,"Sunday",0.99369875,930,15
2018-09-15 16:00:00,"Sunday",0.787781442307692,960,16
2018-09-15 16:30:00,"Sunday",0.80339,990,16
2018-09-15 17:00:00,"Sunday",1.0689,1020,17
2018-09-15 17:30:00,"Sunday",1.14295083333333,1050,17
2018-09-15 18:00:00,"Sunday",1.20834038461538,1080,18
2018-09-15 18:30:00,"Sunday",1.42541653846154,1110,18
2018-09-15 19:00:00,"Sunday",1.52206916666667,1140,19
2018-09-15 19:30:00,"Sunday",1.7648775,1170,19
2018-09-15 20:00:00,"Sunday",1.65373,1200,20
2018-09-15 20:30:00,"Sunday",1.63682,1230,20
2018-09-15 21:00:00,"Sunday",1.42977916666667,1260,21
2018-09-15 21:30:00,"Sunday",1.24551,1290,21
2018-09-15 22:00:00,"Sunday",1.33368541666667,1320,22
2018-09-15 22:30:00,"Sunday",1.13555125,1350,22
2018-09-15 23:00:00,"Sunday",0.891382916666667,1380,23
2018-09-15 23:30:00,"Sunday",0.77274,1410,23
2018-09-16 00:00:00,"Sunday",0.66049,0,0
2018-09-15 00:30:00,"Monday",0.609344166666667,30,0
2018-09-15 01:00:00,"Monday",0.51488375,60,1
2018-09-15 01:30:00,"Monday",0.48501625,90,1
2018-09-15 02:00:00,"Monday",0.45869,120,2
2018-09-15 02:30:00,"Monday",0.43739,150,2
2018-09-15 03:00:00,"Monday",0.411337916666667,180,3
2018-09-15 03:30:00,"Monday",0.38618,210,3
2018-09-15 04:00:00,"Monday",0.38941,240,4
2018-09-15 04:30:00,"Monday",0.39489,270,4
2018-09-15 05:00:00,"Monday",0.374362916666667,300,5
2018-09-15 05:30:00,"Monday",0.397035,330,5
2018-09-15 06:00:00,"Monday",0.436545512820513,360,6
2018-09-15 06:30:00,"Monday",0.519889166666667,390,6
2018-09-15 07:00:00,"Monday",0.61787,420,7
2018-09-15 07:30:00,"Monday",0.702424166666667,450,7
2018-09-15 08:00:00,"Monday",0.84957,480,8
2018-09-15 08:30:00,"Monday",1.08116,510,8
2018-09-15 09:00:00,"Monday",1.156955,540,9
2018-09-15 09:30:00,"Monday",1.22305,570,9
2018-09-15 10:00:00,"Monday",1.37723,600,10
2018-09-15 10:30:00,"Monday",1.11287,630,10
2018-09-15 11:00:00,"Monday",1.1737875,660,11
2018-09-15 11:30:00,"Monday",1.11688,690,11
2018-09-15 12:00:00,"Monday",1.18009375,720,12
2018-09-15 12:30:00,"Monday",1.07681833333333,750,12
2018-09-15 13:00:00,"Monday",1.27397,780,13
2018-09-15 13:30:00,"Monday",0.97679,810,13
2018-09-15 14:00:00,"Monday",1.09130208333333,840,14
2018-09-15 14:30:00,"Monday",1.11952,870,14
2018-09-15 15:00:00,"Monday",1.05784,900,15
2018-09-15 15:30:00,"Monday",1.10638333333333,930,15
2018-09-15 16:00:00,"Monday",1.11991,960,16
2018-09-15 16:30:00,"Monday",1.18907208333333,990,16
2018-09-15 17:00:00,"Monday",1.23277208333333,1020,17
2018-09-15 17:30:00,"Monday",1.29194708333333,1050,17
2018-09-15 18:00:00,"Monday",1.15988875,1080,18
2018-09-15 18:30:00,"Monday",1.61847,1110,18
2018-09-15 19:00:00,"Monday",1.62986208333333,1140,19
2018-09-15 19:30:00,"Monday",1.65407565217391,1170,19
2018-09-15 20:00:00,"Monday",1.75939458333333,1200,20
2018-09-15 20:30:00,"Monday",1.66065875,1230,20
2018-09-15 21:00:00,"Monday",1.69420083333333,1260,21
2018-09-15 21:30:00,"Monday",1.51689,1290,21
2018-09-15 22:00:00,"Monday",1.46533,1320,22
2018-09-15 22:30:00,"Monday",1.23482291666667,1350,22
2018-09-15 23:00:00,"Monday",1.18181333333333,1380,23
2018-09-15 23:30:00,"Monday",0.93472875,1410,23
2018-09-16 00:00:00,"Monday",0.837397916666667,0,0
2018-09-15 00:30:00,"Tuesday",0.65366,30,0
2018-09-15 01:00:00,"Tuesday",0.552225416666667,60,1
2018-09-15 01:30:00,"Tuesday",0.52489875,90,1
2018-09-15 02:00:00,"Tuesday",0.49774,120,2
2018-09-15 02:30:00,"Tuesday",0.47963125,150,2
2018-09-15 03:00:00,"Tuesday",0.433638333333333,180,3
2018-09-15 03:30:00,"Tuesday",0.43506,210,3
2018-09-15 04:00:00,"Tuesday",0.3903825,240,4
2018-09-15 04:30:00,"Tuesday",0.395019166666667,270,4
2018-09-15 05:00:00,"Tuesday",0.404325416666667,300,5
2018-09-15 05:30:00,"Tuesday",0.439151666666667,330,5
2018-09-15 06:00:00,"Tuesday",0.5370875,360,6
2018-09-15 06:30:00,"Tuesday",0.576115,390,6
2018-09-15 07:00:00,"Tuesday",0.690398333333333,420,7
2018-09-15 07:30:00,"Tuesday",0.856741666666667,450,7
2018-09-15 08:00:00,"Tuesday",0.81155,480,8
2018-09-15 08:30:00,"Tuesday",1.01723166666667,510,8
2018-09-15 09:00:00,"Tuesday",1.15185916666667,540,9
2018-09-15 09:30:00,"Tuesday",1.32549166666667,570,9
2018-09-15 10:00:00,"Tuesday",1.54310416666667,600,10
2018-09-15 10:30:00,"Tuesday",1.47508666666667,630,10
2018-09-15 11:00:00,"Tuesday",1.21015,660,11
2018-09-15 11:30:00,"Tuesday",1.22221,690,11
2018-09-15 12:00:00,"Tuesday",1.11744958333333,720,12
2018-09-15 12:30:00,"Tuesday",1.1287,750,12
2018-09-15 13:00:00,"Tuesday",1.34911875,780,13
2018-09-15 13:30:00,"Tuesday",1.15229166666667,810,13
2018-09-15 14:00:00,"Tuesday",1.20640375,840,14
2018-09-15 14:30:00,"Tuesday",1.18191416666667,870,14
2018-09-15 15:00:00,"Tuesday",1.08966,900,15
2018-09-15 15:30:00,"Tuesday",1.21411166666667,930,15
2018-09-15 16:00:00,"Tuesday",1.14450708333333,960,16
2018-09-15 16:30:00,"Tuesday",1.3133225,990,16
2018-09-15 17:00:00,"Tuesday",1.1728,1020,17
2018-09-15 17:30:00,"Tuesday",1.2956075,1050,17
2018-09-15 18:00:00,"Tuesday",1.53093,1080,18
2018-09-15 18:30:00,"Tuesday",1.49938458333333,1110,18
2018-09-15 19:00:00,"Tuesday",1.7664925,1140,19
2018-09-15 19:30:00,"Tuesday",1.94339166666667,1170,19
2018-09-15 20:00:00,"Tuesday",1.64089708333333,1200,20
2018-09-15 20:30:00,"Tuesday",1.67369875,1230,20
2018-09-15 21:00:00,"Tuesday",1.95775,1260,21
2018-09-15 21:30:00,"Tuesday",1.90456333333333,1290,21
2018-09-15 22:00:00,"Tuesday",1.56286625,1320,22
2018-09-15 22:30:00,"Tuesday",1.40716,1350,22
2018-09-15 23:00:00,"Tuesday",1.0677515530303,1380,23
2018-09-15 23:30:00,"Tuesday",0.805285416666667,1410,23
2018-09-16 00:00:00,"Tuesday",0.692460384615385,0,0
2018-09-15 00:30:00,"Wednesday",0.61563,30,0
2018-09-15 01:00:00,"Wednesday",0.52334,60,1
2018-09-15 01:30:00,"Wednesday",0.544930416666667,90,1
2018-09-15 02:00:00,"Wednesday",0.495774166666667,120,2
2018-09-15 02:30:00,"Wednesday",0.481695416666667,150,2
2018-09-15 03:00:00,"Wednesday",0.4772,180,3
2018-09-15 03:30:00,"Wednesday",0.413622692307692,210,3
2018-09-15 04:00:00,"Wednesday",0.44255,240,4
2018-09-15 04:30:00,"Wednesday",0.45968375,270,4
2018-09-15 05:00:00,"Wednesday",0.44895,300,5
2018-09-15 05:30:00,"Wednesday",0.445634166666667,330,5
2018-09-15 06:00:00,"Wednesday",0.520545,360,6
2018-09-15 06:30:00,"Wednesday",0.598377083333333,390,6
2018-09-15 07:00:00,"Wednesday",0.70646875,420,7
2018-09-15 07:30:00,"Wednesday",0.736478333333333,450,7
2018-09-15 08:00:00,"Wednesday",0.90546625,480,8
2018-09-15 08:30:00,"Wednesday",0.930579710144927,510,8
2018-09-15 09:00:00,"Wednesday",1.14816391304348,540,9
2018-09-15 09:30:00,"Wednesday",1.11213041666667,570,9
2018-09-15 10:00:00,"Wednesday",1.10628791666667,600,10
2018-09-15 10:30:00,"Wednesday",1.14420166666667,630,10
2018-09-15 11:00:00,"Wednesday",1.07983358974359,660,11
2018-09-15 11:30:00,"Wednesday",0.97611,690,11
2018-09-15 12:00:00,"Wednesday",1.11784458333333,720,12
2018-09-15 12:30:00,"Wednesday",1.13909708333333,750,12
2018-09-15 13:00:00,"Wednesday",1.18844791666667,780,13
2018-09-15 13:30:00,"Wednesday",1.14596875,810,13
2018-09-15 14:00:00,"Wednesday",1.09833875,840,14
2018-09-15 14:30:00,"Wednesday",1.07753416666667,870,14
2018-09-15 15:00:00,"Wednesday",1.11884,900,15
2018-09-15 15:30:00,"Wednesday",1.03791583333333,930,15
2018-09-15 16:00:00,"Wednesday",1.04220291666667,960,16
2018-09-15 16:30:00,"Wednesday",1.0674225,990,16
2018-09-15 17:00:00,"Wednesday",1.09565083333333,1020,17
2018-09-15 17:30:00,"Wednesday",1.23909416666667,1050,17
2018-09-15 18:00:00,"Wednesday",1.23342041666667,1080,18
2018-09-15 18:30:00,"Wednesday",1.24038432692308,1110,18
2018-09-15 19:00:00,"Wednesday",1.25247,1140,19
2018-09-15 19:30:00,"Wednesday",1.39037416666667,1170,19
2018-09-15 20:00:00,"Wednesday",1.35141458333333,1200,20
2018-09-15 20:30:00,"Wednesday",1.38132291666667,1230,20
2018-09-15 21:00:00,"Wednesday",1.30329,1260,21
2018-09-15 21:30:00,"Wednesday",1.20912833333333,1290,21
2018-09-15 22:00:00,"Wednesday",1.08227166666667,1320,22
2018-09-15 22:30:00,"Wednesday",1.03285666666667,1350,22
2018-09-15 23:00:00,"Wednesday",0.858814583333333,1380,23
